student_id,timestamp,current_location,next_location,event_type,crowd_density,time_of_day
18,2026-03-15 09:33:00,canteen,canteen,technical,medium,afternoon
1,2026-03-15 09:33:00,stage,stage,sports,medium,afternoon
78,2026-03-15 09:33:00,lab,lab,technical,medium,evening
115,2026-03-15 09:33:00,canteen,stage,cultural,low,morning
175,2026-03-15 09:33:00,stage,canteen,sports,medium,morning
194,2026-03-15 09:33:00,stage,canteen,cultural,low,morning
113,2026-03-15 09:33:00,stage,canteen,sports,high,evening
114,2026-03-15 09:34:00,lab,lab,cultural,low,evening
166,2026-03-15 09:34:00,lab,stage,cultural,medium,morning
179,2026-03-15 09:34:00,canteen,lab,technical,low,morning
63,2026-03-15 09:34:00,stage,stage,cultural,low,morning
132,2026-03-15 09:34:00,canteen,stage,cultural,high,morning
129,2026-03-15 09:34:00,canteen,canteen,technical,low,afternoon
8,2026-03-15 09:34:00,stage,stage,sports,medium,evening
157,2026-03-15 09:34:00,canteen,lab,sports,low,morning
55,2026-03-15 09:34:00,lab,canteen,cultural,low,afternoon
103,2026-03-15 09:34:00,canteen,stage,technical,medium,morning
131,2026-03-15 09:34:00,stage,stage,sports,low,morning
32,2026-03-15 09:34:00,lab,lab,technical,high,afternoon
10,2026-03-15 09:34:00,lab,lab,cultural,medium,morning
110,2026-03-15 09:34:00,canteen,canteen,technical,medium,morning
162,2026-03-15 09:34:00,canteen,lab,cultural,low,afternoon
124,2026-03-15 09:35:00,lab,lab,sports,high,afternoon
87,2026-03-15 09:35:00,canteen,lab,sports,high,afternoon
55,2026-03-15 09:35:00,stage,canteen,sports,medium,afternoon
32,2026-03-15 09:35:00,canteen,lab,sports,medium,afternoon
178,2026-03-15 09:35:00,canteen,lab,technical,low,morning
135,2026-03-15 09:35:00,lab,lab,technical,medium,evening
93,2026-03-15 09:35:00,canteen,lab,technical,high,afternoon
8,2026-03-15 09:35:00,canteen,lab,cultural,low,evening
65,2026-03-15 09:35:00,canteen,stage,sports,low,morning
57,2026-03-15 09:35:00,stage,lab,sports,high,afternoon
67,2026-03-15 09:35:00,canteen,canteen,sports,high,evening
187,2026-03-15 09:35:00,stage,canteen,technical,medium,evening
72,2026-03-15 09:36:00,stage,stage,technical,high,evening
54,2026-03-15 09:36:00,stage,canteen,sports,low,evening
67,2026-03-15 09:36:00,stage,lab,cultural,low,evening
51,2026-03-15 09:36:00,lab,lab,technical,high,afternoon
97,2026-03-15 09:36:00,stage,stage,sports,medium,afternoon
92,2026-03-15 09:36:00,canteen,canteen,sports,low,afternoon
8,2026-03-15 09:36:00,stage,stage,sports,medium,evening
162,2026-03-15 09:36:00,canteen,lab,cultural,high,evening
35,2026-03-15 09:37:00,stage,lab,sports,medium,morning
96,2026-03-15 09:37:00,lab,stage,technical,low,evening
88,2026-03-15 09:37:00,stage,lab,cultural,high,morning
78,2026-03-15 09:37:00,stage,lab,cultural,low,morning
32,2026-03-15 09:37:00,lab,canteen,sports,low,afternoon
120,2026-03-15 09:37:00,stage,canteen,technical,high,evening
46,2026-03-15 09:37:00,canteen,canteen,technical,medium,evening
144,2026-03-15 09:37:00,stage,canteen,sports,high,morning
196,2026-03-15 09:37:00,stage,canteen,sports,low,morning
165,2026-03-15 09:37:00,stage,canteen,technical,low,evening
182,2026-03-15 09:37:00,lab,canteen,cultural,low,morning
142,2026-03-15 09:37:00,stage,stage,cultural,high,evening
55,2026-03-15 09:37:00,stage,lab,sports,high,evening
176,2026-03-15 09:37:00,canteen,canteen,sports,high,morning
7,2026-03-15 09:37:00,stage,canteen,technical,high,afternoon
74,2026-03-15 09:37:00,stage,lab,technical,medium,evening
7,2026-03-15 09:38:00,stage,canteen,technical,low,morning
161,2026-03-15 09:38:00,stage,canteen,technical,medium,morning
151,2026-03-15 09:38:00,canteen,lab,sports,low,morning
85,2026-03-15 09:38:00,canteen,lab,sports,low,evening
147,2026-03-15 09:38:00,lab,stage,technical,medium,evening
112,2026-03-15 09:38:00,stage,canteen,sports,high,evening
125,2026-03-15 09:38:00,lab,lab,sports,low,morning
147,2026-03-15 09:38:00,lab,canteen,technical,high,afternoon
36,2026-03-15 09:38:00,stage,canteen,cultural,medium,afternoon
29,2026-03-15 09:38:00,canteen,stage,cultural,low,evening
188,2026-03-15 09:38:00,canteen,stage,technical,high,evening
82,2026-03-15 09:38:00,stage,canteen,cultural,medium,evening
2,2026-03-15 09:39:00,stage,lab,sports,low,afternoon
129,2026-03-15 09:39:00,canteen,lab,cultural,medium,afternoon
47,2026-03-15 09:39:00,stage,lab,technical,high,evening
197,2026-03-15 09:39:00,stage,canteen,technical,low,morning
148,2026-03-15 09:39:00,stage,stage,cultural,low,afternoon
11,2026-03-15 09:39:00,canteen,lab,cultural,low,evening
130,2026-03-15 09:39:00,lab,canteen,sports,medium,afternoon
195,2026-03-15 09:39:00,lab,canteen,cultural,medium,morning
119,2026-03-15 09:39:00,stage,lab,cultural,medium,morning
140,2026-03-15 09:39:00,canteen,lab,cultural,medium,afternoon
20,2026-03-15 09:39:00,stage,canteen,sports,high,evening
5,2026-03-15 09:40:00,canteen,lab,cultural,medium,afternoon
37,2026-03-15 09:40:00,stage,lab,sports,medium,evening
166,2026-03-15 09:40:00,canteen,stage,sports,medium,afternoon
137,2026-03-15 09:40:00,canteen,lab,technical,high,morning
53,2026-03-15 09:40:00,lab,canteen,technical,high,afternoon
172,2026-03-15 09:40:00,stage,canteen,sports,low,evening
99,2026-03-15 09:40:00,lab,lab,sports,medium,evening
86,2026-03-15 09:40:00,lab,lab,sports,low,morning
108,2026-03-15 09:40:00,canteen,canteen,technical,low,evening
24,2026-03-15 09:40:00,stage,canteen,sports,high,evening
81,2026-03-15 09:40:00,canteen,stage,technical,high,morning
158,2026-03-15 09:41:00,canteen,lab,technical,low,evening
120,2026-03-15 09:41:00,canteen,stage,sports,low,evening
59,2026-03-15 09:41:00,stage,canteen,sports,medium,afternoon
128,2026-03-15 09:41:00,stage,stage,sports,high,afternoon
114,2026-03-15 09:41:00,canteen,canteen,technical,high,afternoon
115,2026-03-15 09:41:00,stage,stage,cultural,low,afternoon
14,2026-03-15 09:41:00,canteen,lab,sports,high,afternoon
9,2026-03-15 09:41:00,stage,canteen,cultural,low,afternoon
40,2026-03-15 09:41:00,stage,canteen,cultural,low,afternoon
194,2026-03-15 09:41:00,lab,lab,cultural,high,morning
25,2026-03-15 09:41:00,canteen,lab,cultural,medium,afternoon
103,2026-03-15 09:41:00,lab,canteen,cultural,high,evening
22,2026-03-15 09:41:00,lab,stage,technical,low,morning
4,2026-03-15 09:41:00,canteen,lab,technical,low,afternoon
154,2026-03-15 09:41:00,canteen,canteen,technical,medium,afternoon
186,2026-03-15 09:41:00,stage,lab,cultural,low,evening
29,2026-03-15 09:42:00,canteen,canteen,technical,medium,morning
109,2026-03-15 09:42:00,lab,canteen,sports,high,evening
98,2026-03-15 09:42:00,lab,canteen,cultural,medium,evening
37,2026-03-15 09:42:00,canteen,lab,sports,low,morning
75,2026-03-15 09:42:00,lab,lab,cultural,low,evening
70,2026-03-15 09:42:00,stage,stage,cultural,medium,morning
146,2026-03-15 09:42:00,lab,canteen,cultural,high,evening
128,2026-03-15 09:42:00,stage,stage,cultural,medium,morning
85,2026-03-15 09:42:00,lab,canteen,sports,low,afternoon
42,2026-03-15 09:42:00,stage,lab,cultural,high,morning
100,2026-03-15 09:42:00,stage,canteen,cultural,medium,evening
41,2026-03-15 09:42:00,canteen,lab,technical,medium,evening
166,2026-03-15 09:42:00,stage,canteen,cultural,medium,afternoon
34,2026-03-15 09:43:00,canteen,lab,cultural,low,afternoon
17,2026-03-15 09:43:00,lab,lab,cultural,low,afternoon
165,2026-03-15 09:43:00,lab,stage,cultural,low,morning
153,2026-03-15 09:43:00,lab,canteen,cultural,high,morning
122,2026-03-15 09:43:00,stage,canteen,cultural,high,morning
76,2026-03-15 09:43:00,lab,stage,sports,high,morning
87,2026-03-15 09:43:00,lab,canteen,sports,low,morning
117,2026-03-15 09:43:00,canteen,canteen,cultural,high,evening
106,2026-03-15 09:43:00,canteen,lab,sports,high,evening
86,2026-03-15 09:44:00,lab,canteen,technical,medium,evening
27,2026-03-15 09:44:00,lab,lab,technical,low,morning
57,2026-03-15 09:44:00,stage,lab,cultural,medium,afternoon
31,2026-03-15 09:44:00,stage,lab,cultural,low,evening
134,2026-03-15 09:44:00,lab,canteen,sports,low,evening
168,2026-03-15 09:44:00,canteen,canteen,technical,high,morning
98,2026-03-15 09:44:00,lab,canteen,cultural,medium,morning
12,2026-03-15 09:44:00,stage,canteen,technical,medium,morning
53,2026-03-15 09:44:00,canteen,canteen,sports,high,evening
199,2026-03-15 09:44:00,canteen,lab,cultural,medium,afternoon
138,2026-03-15 09:44:00,stage,canteen,cultural,medium,morning
173,2026-03-15 09:44:00,lab,canteen,cultural,low,morning
145,2026-03-15 09:44:00,lab,lab,technical,medium,afternoon
154,2026-03-15 09:44:00,lab,stage,sports,medium,afternoon
190,2026-03-15 09:44:00,stage,canteen,technical,low,afternoon
122,2026-03-15 09:44:00,canteen,lab,technical,high,morning
46,2026-03-15 09:44:00,stage,canteen,cultural,low,morning
64,2026-03-15 09:44:00,lab,lab,sports,high,evening
130,2026-03-15 09:44:00,stage,canteen,sports,high,evening
54,2026-03-15 09:44:00,canteen,lab,cultural,low,evening
107,2026-03-15 09:44:00,stage,canteen,sports,low,evening
193,2026-03-15 09:45:00,lab,canteen,cultural,high,evening
51,2026-03-15 09:45:00,canteen,lab,cultural,low,evening
181,2026-03-15 09:45:00,stage,canteen,sports,low,morning
36,2026-03-15 09:45:00,stage,canteen,sports,medium,evening
115,2026-03-15 09:45:00,canteen,canteen,sports,low,morning
26,2026-03-15 09:45:00,canteen,canteen,sports,low,morning
29,2026-03-15 09:45:00,lab,canteen,technical,medium,afternoon
149,2026-03-15 09:45:00,canteen,lab,cultural,high,morning
11,2026-03-15 09:45:00,lab,lab,cultural,high,morning
40,2026-03-15 09:45:00,stage,canteen,cultural,low,morning
11,2026-03-15 09:45:00,lab,canteen,cultural,low,afternoon
164,2026-03-15 09:45:00,stage,stage,technical,high,morning
113,2026-03-15 09:45:00,canteen,lab,sports,low,afternoon
187,2026-03-15 09:45:00,stage,lab,sports,high,evening
39,2026-03-15 09:45:00,canteen,canteen,sports,high,morning
54,2026-03-15 09:45:00,stage,canteen,cultural,medium,evening
98,2026-03-15 09:45:00,stage,canteen,technical,medium,morning
55,2026-03-15 09:45:00,stage,canteen,technical,low,afternoon
111,2026-03-15 09:45:00,stage,canteen,sports,low,evening
152,2026-03-15 09:45:00,lab,stage,cultural,high,morning
150,2026-03-15 09:45:00,stage,canteen,sports,low,morning
69,2026-03-15 09:45:00,lab,stage,cultural,medium,afternoon
56,2026-03-15 09:45:00,canteen,canteen,sports,high,morning
33,2026-03-15 09:45:00,canteen,lab,sports,high,evening
36,2026-03-15 09:45:00,lab,canteen,technical,low,afternoon
148,2026-03-15 09:46:00,canteen,stage,cultural,high,evening
81,2026-03-15 09:46:00,canteen,lab,technical,high,evening
190,2026-03-15 09:46:00,stage,lab,technical,high,morning
109,2026-03-15 09:46:00,stage,lab,sports,medium,morning
154,2026-03-15 09:46:00,stage,canteen,cultural,high,afternoon
194,2026-03-15 09:46:00,lab,stage,cultural,medium,afternoon
73,2026-03-15 09:46:00,lab,lab,sports,high,afternoon
40,2026-03-15 09:46:00,canteen,canteen,sports,low,evening
17,2026-03-15 09:46:00,stage,lab,sports,low,evening
129,2026-03-15 09:46:00,lab,canteen,cultural,high,evening
61,2026-03-15 09:46:00,lab,canteen,sports,low,evening
171,2026-03-15 09:46:00,stage,lab,sports,medium,morning
104,2026-03-15 09:46:00,lab,canteen,technical,high,afternoon
42,2026-03-15 09:46:00,stage,stage,sports,medium,morning
25,2026-03-15 09:46:00,canteen,stage,sports,high,morning
39,2026-03-15 09:46:00,canteen,canteen,cultural,medium,evening
35,2026-03-15 09:47:00,canteen,stage,sports,low,afternoon
131,2026-03-15 09:47:00,stage,canteen,cultural,medium,evening
108,2026-03-15 09:47:00,lab,canteen,technical,medium,evening
172,2026-03-15 09:47:00,canteen,lab,technical,low,afternoon
179,2026-03-15 09:47:00,canteen,canteen,cultural,low,afternoon
102,2026-03-15 09:47:00,canteen,lab,sports,high,morning
98,2026-03-15 09:47:00,lab,stage,cultural,high,evening
12,2026-03-15 09:47:00,lab,lab,sports,medium,evening
19,2026-03-15 09:47:00,stage,stage,sports,high,evening
101,2026-03-15 09:47:00,canteen,lab,sports,medium,afternoon
44,2026-03-15 09:47:00,lab,lab,cultural,high,evening
187,2026-03-15 09:47:00,stage,lab,technical,low,evening
49,2026-03-15 09:48:00,canteen,lab,cultural,low,evening
189,2026-03-15 09:48:00,lab,canteen,sports,low,evening
17,2026-03-15 09:48:00,lab,lab,cultural,low,morning
74,2026-03-15 09:48:00,stage,lab,technical,medium,afternoon
57,2026-03-15 09:48:00,canteen,lab,cultural,low,morning
55,2026-03-15 09:48:00,canteen,canteen,technical,low,afternoon
47,2026-03-15 09:48:00,lab,lab,technical,low,evening
12,2026-03-15 09:48:00,canteen,stage,sports,low,afternoon
62,2026-03-15 09:48:00,stage,canteen,technical,high,morning
80,2026-03-15 09:49:00,lab,stage,cultural,medium,evening
83,2026-03-15 09:49:00,lab,canteen,cultural,medium,morning
8,2026-03-15 09:49:00,stage,lab,sports,high,morning
149,2026-03-15 09:49:00,lab,lab,cultural,high,morning
81,2026-03-15 09:49:00,canteen,lab,sports,medium,afternoon
118,2026-03-15 09:49:00,canteen,lab,cultural,medium,morning
198,2026-03-15 09:49:00,lab,canteen,cultural,high,afternoon
200,2026-03-15 09:49:00,stage,canteen,technical,low,morning
25,2026-03-15 09:49:00,stage,canteen,technical,medium,morning
89,2026-03-15 09:49:00,canteen,lab,technical,high,afternoon
12,2026-03-15 09:49:00,stage,canteen,cultural,low,afternoon
143,2026-03-15 09:49:00,lab,lab,sports,low,morning
59,2026-03-15 09:49:00,lab,canteen,sports,high,morning
154,2026-03-15 09:49:00,canteen,lab,sports,medium,evening
109,2026-03-15 09:50:00,canteen,canteen,technical,medium,morning
26,2026-03-15 09:50:00,canteen,canteen,cultural,low,morning
47,2026-03-15 09:50:00,stage,lab,technical,high,evening
32,2026-03-15 09:50:00,lab,canteen,cultural,low,morning
10,2026-03-15 09:50:00,lab,lab,cultural,low,morning
16,2026-03-15 09:50:00,lab,canteen,cultural,low,afternoon
199,2026-03-15 09:50:00,canteen,canteen,technical,high,afternoon
145,2026-03-15 09:50:00,lab,lab,cultural,medium,afternoon
151,2026-03-15 09:50:00,stage,canteen,technical,low,morning
26,2026-03-15 09:50:00,stage,canteen,technical,medium,afternoon
86,2026-03-15 09:50:00,lab,canteen,cultural,medium,morning
135,2026-03-15 09:50:00,canteen,canteen,cultural,high,evening
14,2026-03-15 09:51:00,lab,lab,cultural,medium,afternoon
79,2026-03-15 09:51:00,stage,stage,technical,medium,evening
117,2026-03-15 09:51:00,stage,lab,cultural,low,morning
7,2026-03-15 09:51:00,stage,lab,cultural,high,morning
137,2026-03-15 09:51:00,lab,stage,sports,high,evening
115,2026-03-15 09:51:00,stage,canteen,sports,low,evening
176,2026-03-15 09:51:00,canteen,lab,sports,low,evening
72,2026-03-15 09:51:00,lab,stage,cultural,medium,evening
59,2026-03-15 09:51:00,lab,canteen,technical,medium,afternoon
82,2026-03-15 09:51:00,stage,canteen,sports,high,evening
116,2026-03-15 09:52:00,stage,canteen,technical,high,afternoon
167,2026-03-15 09:52:00,canteen,lab,sports,medium,evening
146,2026-03-15 09:52:00,lab,canteen,sports,low,evening
187,2026-03-15 09:52:00,stage,lab,technical,high,afternoon
103,2026-03-15 09:52:00,canteen,lab,sports,low,morning
17,2026-03-15 09:52:00,stage,canteen,technical,medium,morning
14,2026-03-15 09:52:00,lab,lab,cultural,high,morning
159,2026-03-15 09:52:00,stage,canteen,cultural,high,morning
152,2026-03-15 09:52:00,lab,lab,technical,medium,afternoon
108,2026-03-15 09:52:00,stage,canteen,technical,medium,morning
188,2026-03-15 09:52:00,lab,lab,cultural,low,afternoon
45,2026-03-15 09:53:00,canteen,canteen,technical,low,afternoon
98,2026-03-15 09:53:00,lab,canteen,cultural,medium,afternoon
131,2026-03-15 09:53:00,canteen,canteen,cultural,medium,afternoon
37,2026-03-15 09:53:00,lab,canteen,technical,medium,afternoon
171,2026-03-15 09:53:00,canteen,lab,sports,high,evening
168,2026-03-15 09:53:00,stage,canteen,technical,medium,afternoon
183,2026-03-15 09:53:00,lab,lab,cultural,high,morning
108,2026-03-15 09:53:00,stage,canteen,sports,medium,afternoon
39,2026-03-15 09:53:00,canteen,lab,sports,high,morning
15,2026-03-15 09:53:00,lab,canteen,cultural,low,afternoon
120,2026-03-15 09:53:00,lab,lab,sports,low,morning
4,2026-03-15 09:53:00,stage,lab,sports,high,afternoon
93,2026-03-15 09:53:00,lab,lab,technical,low,evening
153,2026-03-15 09:54:00,lab,canteen,cultural,low,morning
141,2026-03-15 09:54:00,stage,canteen,sports,high,morning
161,2026-03-15 09:54:00,lab,stage,cultural,medium,afternoon
16,2026-03-15 09:54:00,stage,canteen,technical,medium,morning
170,2026-03-15 09:54:00,stage,stage,technical,high,afternoon
108,2026-03-15 09:54:00,stage,canteen,technical,low,evening
126,2026-03-15 09:54:00,stage,canteen,sports,medium,evening
194,2026-03-15 09:54:00,stage,canteen,technical,medium,afternoon
55,2026-03-15 09:54:00,canteen,canteen,cultural,low,afternoon
170,2026-03-15 09:54:00,canteen,lab,technical,high,evening
34,2026-03-15 09:54:00,stage,stage,sports,high,morning
158,2026-03-15 09:54:00,canteen,lab,technical,medium,morning
13,2026-03-15 09:54:00,canteen,stage,sports,high,morning
141,2026-03-15 09:54:00,lab,stage,cultural,low,evening
18,2026-03-15 09:55:00,stage,canteen,technical,high,afternoon
160,2026-03-15 09:55:00,canteen,lab,technical,high,evening
96,2026-03-15 09:55:00,lab,canteen,cultural,high,morning
123,2026-03-15 09:55:00,lab,lab,cultural,high,afternoon
39,2026-03-15 09:55:00,stage,canteen,sports,low,afternoon
46,2026-03-15 09:55:00,stage,stage,technical,high,morning
29,2026-03-15 09:55:00,lab,lab,technical,medium,afternoon
190,2026-03-15 09:56:00,stage,stage,technical,high,morning
62,2026-03-15 09:56:00,stage,lab,technical,medium,evening
185,2026-03-15 09:56:00,lab,stage,cultural,low,afternoon
16,2026-03-15 09:56:00,lab,canteen,technical,high,morning
184,2026-03-15 09:56:00,stage,lab,technical,medium,morning
121,2026-03-15 09:56:00,canteen,lab,technical,high,evening
10,2026-03-15 09:56:00,stage,canteen,sports,high,afternoon
158,2026-03-15 09:56:00,canteen,lab,sports,medium,afternoon
153,2026-03-15 09:56:00,lab,stage,sports,low,afternoon
103,2026-03-15 09:56:00,canteen,lab,cultural,low,afternoon
84,2026-03-15 09:57:00,lab,lab,cultural,low,evening
133,2026-03-15 09:57:00,stage,canteen,cultural,low,evening
65,2026-03-15 09:57:00,stage,canteen,technical,low,afternoon
177,2026-03-15 09:57:00,lab,stage,technical,low,morning
3,2026-03-15 09:57:00,lab,canteen,cultural,high,afternoon
173,2026-03-15 09:57:00,lab,canteen,sports,high,afternoon
142,2026-03-15 09:57:00,stage,canteen,technical,medium,morning
120,2026-03-15 09:57:00,stage,lab,sports,low,afternoon
158,2026-03-15 09:57:00,canteen,stage,technical,low,morning
68,2026-03-15 09:57:00,lab,canteen,technical,low,evening
146,2026-03-15 09:57:00,canteen,lab,sports,medium,morning
190,2026-03-15 09:57:00,stage,lab,cultural,high,evening
37,2026-03-15 09:57:00,canteen,canteen,sports,high,afternoon
153,2026-03-15 09:57:00,canteen,canteen,cultural,low,morning
176,2026-03-15 09:57:00,stage,canteen,cultural,high,morning
193,2026-03-15 09:57:00,stage,canteen,technical,high,afternoon
181,2026-03-15 09:57:00,lab,stage,technical,high,evening
73,2026-03-15 09:57:00,canteen,canteen,technical,low,morning
143,2026-03-15 09:57:00,stage,stage,cultural,high,morning
49,2026-03-15 09:57:00,stage,canteen,cultural,high,afternoon
121,2026-03-15 09:57:00,canteen,canteen,sports,medium,evening
88,2026-03-15 09:57:00,stage,canteen,technical,low,afternoon
196,2026-03-15 09:58:00,lab,stage,technical,high,morning
140,2026-03-15 09:58:00,lab,lab,cultural,low,afternoon
187,2026-03-15 09:58:00,canteen,lab,technical,high,afternoon
37,2026-03-15 09:58:00,lab,stage,cultural,low,evening
61,2026-03-15 09:58:00,stage,canteen,sports,high,evening
171,2026-03-15 09:58:00,stage,canteen,sports,high,afternoon
124,2026-03-15 09:58:00,stage,stage,technical,medium,afternoon
198,2026-03-15 09:58:00,stage,canteen,sports,low,afternoon
39,2026-03-15 09:58:00,canteen,canteen,technical,high,morning
184,2026-03-15 09:58:00,lab,lab,technical,medium,evening
63,2026-03-15 09:58:00,lab,lab,cultural,medium,morning
46,2026-03-15 09:58:00,stage,canteen,cultural,low,evening
88,2026-03-15 09:58:00,canteen,canteen,technical,low,evening
11,2026-03-15 09:58:00,stage,lab,sports,medium,morning
62,2026-03-15 09:58:00,stage,lab,sports,low,morning
77,2026-03-15 09:58:00,canteen,lab,technical,low,afternoon
153,2026-03-15 09:58:00,canteen,stage,technical,low,evening
199,2026-03-15 09:58:00,stage,canteen,sports,high,evening
52,2026-03-15 09:58:00,lab,lab,sports,low,evening
4,2026-03-15 09:58:00,stage,canteen,cultural,low,afternoon
59,2026-03-15 09:58:00,lab,stage,cultural,medium,evening
72,2026-03-15 09:59:00,lab,stage,sports,medium,evening
148,2026-03-15 09:59:00,canteen,lab,cultural,medium,morning
93,2026-03-15 09:59:00,canteen,lab,cultural,low,morning
63,2026-03-15 09:59:00,stage,canteen,technical,low,afternoon
54,2026-03-15 09:59:00,lab,lab,cultural,medium,evening
117,2026-03-15 09:59:00,lab,lab,cultural,medium,afternoon
110,2026-03-15 09:59:00,stage,lab,technical,high,morning
74,2026-03-15 09:59:00,stage,canteen,sports,high,evening
107,2026-03-15 09:59:00,stage,stage,cultural,high,evening
57,2026-03-15 09:59:00,canteen,canteen,cultural,low,afternoon
169,2026-03-15 10:00:00,stage,canteen,sports,low,evening
3,2026-03-15 10:00:00,stage,canteen,cultural,medium,evening
120,2026-03-15 10:00:00,lab,stage,sports,high,morning
6,2026-03-15 10:00:00,stage,lab,technical,low,afternoon
5,2026-03-15 10:00:00,lab,canteen,sports,high,morning
5,2026-03-15 10:00:00,lab,stage,sports,high,afternoon
54,2026-03-15 10:00:00,canteen,canteen,sports,low,morning
47,2026-03-15 10:00:00,stage,canteen,technical,high,afternoon
177,2026-03-15 10:00:00,stage,canteen,sports,medium,evening
9,2026-03-15 10:00:00,lab,lab,sports,medium,evening
99,2026-03-15 10:00:00,canteen,canteen,technical,low,afternoon
20,2026-03-15 10:00:00,canteen,lab,cultural,high,afternoon
122,2026-03-15 10:00:00,stage,canteen,cultural,medium,afternoon
61,2026-03-15 10:00:00,lab,stage,sports,high,afternoon
123,2026-03-15 10:00:00,stage,canteen,technical,medium,evening
163,2026-03-15 10:00:00,stage,lab,technical,medium,afternoon
178,2026-03-15 10:01:00,stage,stage,sports,high,evening
82,2026-03-15 10:01:00,stage,canteen,sports,low,evening
62,2026-03-15 10:01:00,lab,lab,cultural,low,afternoon
145,2026-03-15 10:01:00,canteen,canteen,cultural,low,evening
3,2026-03-15 10:01:00,stage,canteen,sports,high,afternoon
160,2026-03-15 10:01:00,stage,lab,technical,high,evening
13,2026-03-15 10:01:00,stage,canteen,sports,high,afternoon
120,2026-03-15 10:01:00,stage,stage,technical,low,afternoon
125,2026-03-15 10:01:00,canteen,lab,cultural,high,morning
89,2026-03-15 10:01:00,canteen,lab,sports,low,morning
73,2026-03-15 10:01:00,canteen,canteen,technical,medium,afternoon
68,2026-03-15 10:01:00,canteen,canteen,cultural,low,morning
142,2026-03-15 10:01:00,stage,lab,sports,low,evening
101,2026-03-15 10:01:00,lab,lab,sports,low,afternoon
98,2026-03-15 10:01:00,canteen,canteen,cultural,high,afternoon
11,2026-03-15 10:02:00,canteen,stage,sports,low,afternoon
105,2026-03-15 10:02:00,stage,canteen,cultural,medium,morning
184,2026-03-15 10:02:00,stage,lab,technical,medium,morning
67,2026-03-15 10:02:00,stage,lab,sports,medium,evening
123,2026-03-15 10:02:00,stage,lab,cultural,medium,morning
29,2026-03-15 10:02:00,lab,lab,cultural,medium,morning
137,2026-03-15 10:02:00,lab,lab,technical,medium,evening
195,2026-03-15 10:02:00,canteen,canteen,sports,low,afternoon
153,2026-03-15 10:02:00,lab,lab,cultural,high,afternoon
76,2026-03-15 10:02:00,canteen,lab,cultural,high,evening
170,2026-03-15 10:02:00,canteen,canteen,cultural,medium,morning
9,2026-03-15 10:02:00,lab,stage,sports,low,evening
40,2026-03-15 10:03:00,canteen,lab,sports,medium,evening
25,2026-03-15 10:03:00,stage,canteen,technical,medium,afternoon
5,2026-03-15 10:03:00,canteen,canteen,technical,medium,morning
139,2026-03-15 10:03:00,stage,canteen,technical,medium,afternoon
187,2026-03-15 10:03:00,lab,lab,sports,high,afternoon
124,2026-03-15 10:03:00,lab,canteen,cultural,high,evening
38,2026-03-15 10:03:00,canteen,lab,sports,low,afternoon
72,2026-03-15 10:03:00,stage,canteen,sports,low,afternoon
133,2026-03-15 10:03:00,canteen,stage,sports,medium,afternoon
176,2026-03-15 10:03:00,lab,canteen,technical,high,morning
90,2026-03-15 10:03:00,canteen,lab,cultural,medium,morning
146,2026-03-15 10:03:00,canteen,lab,sports,high,afternoon
198,2026-03-15 10:03:00,stage,lab,technical,high,evening
37,2026-03-15 10:03:00,lab,lab,sports,low,evening
60,2026-03-15 10:03:00,canteen,stage,cultural,low,afternoon
176,2026-03-15 10:03:00,stage,stage,technical,high,morning
28,2026-03-15 10:03:00,canteen,lab,sports,low,evening
197,2026-03-15 10:04:00,stage,canteen,technical,medium,evening
81,2026-03-15 10:04:00,stage,lab,cultural,high,morning
114,2026-03-15 10:04:00,canteen,lab,cultural,high,morning
40,2026-03-15 10:04:00,lab,lab,technical,high,evening
45,2026-03-15 10:04:00,lab,canteen,sports,medium,afternoon
62,2026-03-15 10:04:00,stage,canteen,cultural,high,evening
93,2026-03-15 10:04:00,lab,canteen,cultural,low,morning
115,2026-03-15 10:04:00,stage,canteen,sports,medium,morning
186,2026-03-15 10:04:00,lab,lab,technical,high,morning
67,2026-03-15 10:04:00,canteen,canteen,technical,medium,morning
56,2026-03-15 10:04:00,lab,canteen,sports,medium,afternoon
40,2026-03-15 10:04:00,stage,canteen,cultural,low,evening
98,2026-03-15 10:04:00,stage,stage,cultural,low,morning
40,2026-03-15 10:04:00,lab,canteen,sports,low,morning
91,2026-03-15 10:04:00,canteen,canteen,sports,high,morning
33,2026-03-15 10:05:00,stage,stage,technical,high,evening
6,2026-03-15 10:05:00,stage,canteen,technical,low,morning
147,2026-03-15 10:05:00,stage,canteen,sports,low,evening
80,2026-03-15 10:05:00,stage,canteen,cultural,high,afternoon
168,2026-03-15 10:05:00,stage,stage,technical,low,morning
92,2026-03-15 10:05:00,canteen,canteen,sports,medium,afternoon
97,2026-03-15 10:05:00,lab,lab,cultural,medium,evening
59,2026-03-15 10:05:00,canteen,lab,technical,medium,afternoon
59,2026-03-15 10:05:00,canteen,lab,sports,high,morning
48,2026-03-15 10:05:00,stage,canteen,sports,low,afternoon
169,2026-03-15 10:05:00,canteen,canteen,cultural,medium,afternoon
13,2026-03-15 10:05:00,stage,lab,cultural,high,afternoon
107,2026-03-15 10:05:00,canteen,canteen,sports,low,afternoon
45,2026-03-15 10:06:00,stage,canteen,cultural,low,afternoon
89,2026-03-15 10:06:00,stage,canteen,sports,medium,evening
181,2026-03-15 10:06:00,canteen,canteen,cultural,low,evening
170,2026-03-15 10:06:00,canteen,lab,cultural,low,morning
